rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_international_outlook,scores_international_outlook_rank,scores_industry_income,scores_industry_income_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,location,aliases,subjects_offered,closed,unaccredited,Year,
43,43,University of Göttingen,67,45,57.3,74,44.5,119,31.7,117,55.9,75,92.5,29,Germany,University of Göttingen,"Politics & International Studies (incl Development Studies),Veterinary Science,Economics & Econometrics,Chemistry,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Law,Geography,Languages, Literature & Linguistics,Sport Science,Psychology,Archaeology,Agriculture & Forestry,Business & Management,Physics & Astronomy,Art, Performing Arts & Design,Biological Sciences,Other Health,Computer Science,Mathematics & Statistics,Accounting & Finance,Education,Sociology",FALSE,FALSE,2011,
47,47,Rice University,66.9,47,57.4,72,31.2,148,29.2,129,50.6,104,99.1,7,United States,Rice University,"Sociology,Business & Management,Computer Science,Sport Science,Architecture,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Languages, Literature & Linguistics,Psychology,General Engineering,Art, Performing Arts & Design,Biological Sciences,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Archaeology,Other Health,Physics & Astronomy,History, Philosophy & Theology,Accounting & Finance,Mechanical & Aerospace Engineering,Civil Engineering,Education,Mathematics & Statistics,Chemistry,Chemical Engineering",FALSE,FALSE,2011,
48,48,École Polytechnique Fédérale de Lausanne,66.5,48,55,85,100,1,38,93,56.1,73,83.8,54,Switzerland,École Polytechnique Fédérale de Lausanne,"Architecture,General Engineering,Chemistry,Computer Science,Electrical & Electronic Engineering,Biological Sciences,Chemical Engineering,Civil Engineering,Mathematics & Statistics,Physics & Astronomy,Economics & Econometrics,Mechanical & Aerospace Engineering",FALSE,FALSE,2011,
49,49,University of Science and Technology of China,66,50,57.5,71,-,198,30.3,123,48.6,123,92.7,27,China,University of Science and Technology of China USTC China University of Science and Technology,"Computer Science,Sport Science,Veterinary Science,Art, Performing Arts & Design,Chemical Engineering,Psychology,Politics & International Studies (incl Development Studies),Education,Languages, Literature & Linguistics,Chemistry,Communication & Media Studies,Other Health,General Engineering,Geology, Environmental, Earth & Marine Sciences,Law,Medicine & Dentistry,Civil Engineering,History, Philosophy & Theology,Biological Sciences,Business & Management,Geography,Electrical & Electronic Engineering,Architecture,Physics & Astronomy,Mechanical & Aerospace Engineering,Mathematics & Statistics,Economics & Econometrics,Sociology,Agriculture & Forestry,Accounting & Finance,Archaeology",FALSE,FALSE,2011,
49,49,"University of California, Irvine",66,49,49.4,117,66.3,60,-,173,54.7,80,91.6,33,United States,"University of California, Irvine","Languages, Literature & Linguistics,Biological Sciences,Chemical Engineering,Mathematics & Statistics,Economics & Econometrics,Sociology,Civil Engineering,Business & Management,General Engineering,Architecture,Computer Science,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Law,Other Health,Electrical & Electronic Engineering,Physics & Astronomy,Art, Performing Arts & Design,Education,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Chemistry,Medicine & Dentistry,Mechanical & Aerospace Engineering,Psychology",FALSE,FALSE,2011,
51,51,Vanderbilt University,65.9,51,64.9,43,22.1,176,84.2,23,59.5,60,78.1,78,United States,Vanderbilt University,"Psychology,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Business & Management,General Engineering,Economics & Econometrics,Communication & Media Studies,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Education,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Geography,Geology, Environmental, Earth & Marine Sciences,Law,Chemical Engineering,Mathematics & Statistics,Computer Science,Archaeology,Biological Sciences,Medicine & Dentistry,Physics & Astronomy,Sociology,Civil Engineering,Accounting & Finance,Other Health,Chemistry",FALSE,FALSE,2011,
52,52,University of Minnesota,65.6,52,57.6,70,23,172,-,185,69.1,38,76.4,85,United States,University of Minnesota,"Veterinary Science,Business & Management,Psychology,General Engineering,Physics & Astronomy,Electrical & Electronic Engineering,Medicine & Dentistry,Civil Engineering,Politics & International Studies (incl Development Studies),Geography,Mathematics & Statistics,Sociology,Agriculture & Forestry,Law,Biological Sciences,Chemistry,Archaeology,Art, Performing Arts & Design,Languages, Literature & Linguistics,Sport Science,Computer Science,History, Philosophy & Theology,Economics & Econometrics,Chemical Engineering,Other Health,Accounting & Finance,Architecture,Communication & Media Studies,Education,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering",FALSE,FALSE,2011,
53,53,Tufts University,65.2,53,64.1,45,28.3,159,-,170,52.3,92,83.9,53,United States,Tufts University,"Other Health,Business & Management,Veterinary Science,Geography,Medicine & Dentistry,Mechanical & Aerospace Engineering,Sociology,Computer Science,General Engineering,Psychology,Chemical Engineering,Architecture,Chemistry,Electrical & Electronic Engineering,Archaeology,Mathematics & Statistics,History, Philosophy & Theology,Physics & Astronomy,Education,Languages, Literature & Linguistics,Biological Sciences,Communication & Media Studies,Art, Performing Arts & Design,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Law,Politics & International Studies (incl Development Studies),Agriculture & Forestry",FALSE,FALSE,2011,
54,54,"University of California, Davis",65,54,57.3,73,60.5,80,48,57,70.7,36,68.8,111,United States,"University of California, Davis","Agriculture & Forestry,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Mathematics & Statistics,Chemical Engineering,Art, Performing Arts & Design,Medicine & Dentistry,Business & Management,History, Philosophy & Theology,Psychology,General Engineering,Law,Civil Engineering,Geography,Physics & Astronomy,Chemistry,Sociology,Veterinary Science,Economics & Econometrics,Other Health,Biological Sciences,Computer Science,Accounting & Finance,Education,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Languages, Literature & Linguistics",FALSE,FALSE,2011,
55,55,Brown University,64.9,55,59.7,60,60.5,78,-,146,57,68,77.7,81,United States,Brown University,"Chemistry,Archaeology,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Mathematics & Statistics,Communication & Media Studies,Psychology,Computer Science,Other Health,History, Philosophy & Theology,Sociology,Electrical & Electronic Engineering,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Art, Performing Arts & Design,Biological Sciences,Physics & Astronomy,Architecture,Chemical Engineering,Economics & Econometrics,Politics & International Studies (incl Development Studies),Education",FALSE,FALSE,2011,
56,56,University of Massachusetts,64.7,56,61.3,55,22.6,173,53.9,47,72.6,33,67.9,114,United States,University of Massachusetts,"Medicine & Dentistry,Sport Science,Sociology,Communication & Media Studies,Agriculture & Forestry,Art, Performing Arts & Design,Architecture,Other Health,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Psychology,Geography,Electrical & Electronic Engineering,General Engineering,Languages, Literature & Linguistics,Physics & Astronomy,Law,Chemistry,Chemical Engineering,Archaeology,Civil Engineering,Mathematics & Statistics,Accounting & Finance,Business & Management,Economics & Econometrics,Politics & International Studies (incl Development Studies),Biological Sciences,Computer Science,Education,Veterinary Science",FALSE,FALSE,2011,
57,57,Kyoto University,64.6,57,78.9,17,18.4,186,67.1,32,77.7,23,46.3,183,Japan,Kyoto University,"Biological Sciences,Art, Performing Arts & Design,Electrical & Electronic Engineering,Communication & Media Studies,Medicine & Dentistry,Archaeology,Chemistry,Agriculture & Forestry,Education,Other Health,Civil Engineering,Sociology,Accounting & Finance,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,History, Philosophy & Theology,Psychology,Law,Chemical Engineering,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Computer Science,Geography,Architecture,Sport Science,General Engineering,Business & Management,Politics & International Studies (incl Development Studies),Physics & Astronomy",FALSE,FALSE,2011,
58,58,Tsinghua University,64.2,58,74.9,21,43,123,97.8,13,66.6,43,52.7,170,China,Tsinghua University Qinghua University Tsing hua University Qing hua University,"Economics & Econometrics,Languages, Literature & Linguistics,Art, Performing Arts & Design,Geography,Education,Other Health,Communication & Media Studies,Sociology,Accounting & Finance,Architecture,Chemistry,Chemical Engineering,History, Philosophy & Theology,Physics & Astronomy,Mechanical & Aerospace Engineering,General Engineering,Business & Management,Medicine & Dentistry,Civil Engineering,Psychology,Electrical & Electronic Engineering,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Sport Science,Computer Science,Archaeology,Politics & International Studies (incl Development Studies),Law,Biological Sciences",FALSE,FALSE,2011,
59,59,Boston University,64,59,53.6,89,38.1,131,29.6,127,51.9,94,91.4,36,United States,Boston University,"Sociology,Medicine & Dentistry,Languages, Literature & Linguistics,General Engineering,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Communication & Media Studies,Electrical & Electronic Engineering,Architecture,Geography,Other Health,History, Philosophy & Theology,Psychology,Biological Sciences,Art, Performing Arts & Design,Computer Science,Physics & Astronomy,Education,Mathematics & Statistics,Law,Chemistry,Archaeology,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Business & Management,Economics & Econometrics",FALSE,FALSE,2011,
60,60,New York University,63.9,60,62,52,31.8,143,-,161,50.7,101,82.9,60,United States,New York University,"Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Physics & Astronomy,Medicine & Dentistry,Communication & Media Studies,Law,Art, Performing Arts & Design,Business & Management,Chemical Engineering,General Engineering,Computer Science,Accounting & Finance,Mathematics & Statistics,Sociology,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Archaeology,Economics & Econometrics,Biological Sciences,Education,Geology, Environmental, Earth & Marine Sciences,Other Health,Architecture,Psychology,Civil Engineering,Chemistry,History, Philosophy & Theology",FALSE,FALSE,2011,
61,61,Emory University,63,61,63.4,48,52.3,98,-,152,48.4,124,77.8,80,United States,Emory University,"Law,Other Health,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Physics & Astronomy,Biological Sciences,Business & Management,Chemistry,Computer Science,Psychology,Economics & Econometrics,Communication & Media Studies,General Engineering,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Sociology,Languages, Literature & Linguistics,Art, Performing Arts & Design,Mathematics & Statistics",FALSE,FALSE,2011,
61,61,LMU Munich,63,62,59.1,62,43.1,122,40.4,78,57.5,67,76.4,84,Germany,LMU Munich Ludwig-Maximilians-Universität München,"Psychology,Education,Computer Science,Business & Management,Law,Sociology,Medicine & Dentistry,Mathematics & Statistics,History, Philosophy & Theology,Biological Sciences,Geography,Other Health,Archaeology,Physics & Astronomy,Art, Performing Arts & Design,Chemistry,Communication & Media Studies,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Veterinary Science,Politics & International Studies (incl Development Studies)",FALSE,FALSE,2011,
63,63,University of Notre Dame,62.8,63,56.4,79,35.6,135,-,187,45.1,146,89.1,41,United States,University of Notre Dame,"Chemical Engineering,Electrical & Electronic Engineering,Biological Sciences,Education,Mathematics & Statistics,Accounting & Finance,Mechanical & Aerospace Engineering,Psychology,Civil Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Law,History, Philosophy & Theology,General Engineering,Communication & Media Studies,Art, Performing Arts & Design,Business & Management,Sociology,Architecture,Economics & Econometrics,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Chemistry,Computer Science",FALSE,FALSE,2011,
64,64,University of Pittsburgh-Pittsburgh campus,62.7,64,58.5,65,25.2,163,37.9,95,58.3,64,78.3,77,United States,University of Pittsburgh-Pittsburgh campus,"Mathematics & Statistics,Physics & Astronomy,Law,Other Health,Biological Sciences,Computer Science,Art, Performing Arts & Design,Education,Geography,Communication & Media Studies,Architecture,Accounting & Finance,Sport Science,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,Chemistry,Sociology,Economics & Econometrics,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Civil Engineering,Psychology,Languages, Literature & Linguistics,General Engineering,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering",FALSE,FALSE,2011,
