name,scores_teaching,scores_research,scores_citations,scores_industry_income,scores_international_outlook,record_type,member_level,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,subjects_offered,closed,unaccredited,overall_score
London School of Economics and Political Science,59.5,73.5,95.4,55.9,94.1,master_account,0,United Kingdom,"11,945",12.6,72%,56:44:00,"History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Geography,Economics & Econometrics,Accounting & Finance,Languages, Literature & Linguistics,Law,Sociology,Geology, Environmental, Earth & Marine Sciences,Psychology,Business & Management,Mathematics & Statistics,Communication & Media Studies",FALSE,FALSE,76.8
Universität Heidelberg,67.7,64.3,94.6,99.3,76.4,master_account,11,Germany,"19,315",13.3,20%,55:45:00,"Archaeology,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Education,History, Philosophy & Theology,Geography,Other Health,Sociology,Mathematics & Statistics,Economics & Econometrics,Sport Science,Psychology,Computer Science,Law,Physics & Astronomy,Art, Performing Arts & Design,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Chemistry",FALSE,FALSE,76.7
Delft University of Technology,66.7,78.2,76.5,100,92.8,master_account,0,Netherlands,"21,262",15.9,30%,31 : 69,"Mechanical & Aerospace Engineering,Education,Electrical & Electronic Engineering,Chemistry,Art, Performing Arts & Design,Chemical Engineering,Politics & International Studies (incl Development Studies),Computer Science,Physics & Astronomy,General Engineering,Mathematics & Statistics,Economics & Econometrics,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Business & Management,Other Health,Sport Science,Architecture,Communication & Media Studies,History, Philosophy & Theology,Biological Sciences,Geography",FALSE,FALSE,76.3
McGill University,62.3,72.3,88.8,76.1,92.5,master_account,11,Canada,"30,821",11.9,29%,61:39:00,"Electrical & Electronic Engineering,Communication & Media Studies,Archaeology,Biological Sciences,Geography,Art, Performing Arts & Design,Civil Engineering,Politics & International Studies (incl Development Studies),Accounting & Finance,History, Philosophy & Theology,Sport Science,Law,Computer Science,Mathematics & Statistics,Education,Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Business & Management,Medicine & Dentistry,Agriculture & Forestry,Sociology,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Chemistry,Economics & Econometrics,Architecture,Chemical Engineering,Psychology",FALSE,FALSE,76
Karolinska Institute,58.9,67.9,95.3,96,85.7,master_account,0,Sweden,"8,085",9.9,27%,70:30:00,"Medicine & Dentistry,Chemical Engineering,Other Health,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Education,Sociology,Languages, Literature & Linguistics,Psychology,Business & Management",FALSE,FALSE,75.9
University of Manchester,61.4,67.1,93.1,73.1,95.6,master_account,6,United Kingdom,"40,725",15.6,45%,56:44:00,"Architecture,Mechanical & Aerospace Engineering,Economics & Econometrics,Other Health,Civil Engineering,Computer Science,Chemistry,Business & Management,Art, Performing Arts & Design,Biological Sciences,Geography,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Education,Medicine & Dentistry,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Accounting & Finance,General Engineering,Mathematics & Statistics,Sociology,Languages, Literature & Linguistics,Physics & Astronomy,Psychology,Chemical Engineering,Archaeology,Communication & Media Studies,Law",FALSE,FALSE,75.6
University of Texas at Austin,66,75.7,91,81.4,47.3,public,0,United States,"48,558",16.4,8%,55:45:00,"General Engineering,Law,Archaeology,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Other Health,Mathematics & Statistics,Psychology,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Chemistry,Languages, Literature & Linguistics,Chemical Engineering,Education,Art, Performing Arts & Design,Computer Science,Geography,Medicine & Dentistry,Physics & Astronomy,Business & Management,Architecture,Sport Science,Sociology,Civil Engineering,Communication & Media Studies,Accounting & Finance,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics",FALSE,FALSE,75.5
Chinese University of Hong Kong,59.1,61.5,97.6,95.9,93.6,master_account,11,Hong Kong,"18,290",18.8,25%,,"Languages, Literature & Linguistics,Architecture,Computer Science,Mechanical & Aerospace Engineering,Sport Science,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Physics & Astronomy,General Engineering,Mathematics & Statistics,Education,Accounting & Finance,Other Health,Chemistry,Electrical & Electronic Engineering,Biological Sciences,Psychology,Law,Economics & Econometrics,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Geography,History, Philosophy & Theology,Sociology,Art, Performing Arts & Design,Business & Management",FALSE,FALSE,75.4
Monash University,55.3,67.8,94.7,99.7,91.1,master_account,0,Australia,"58,460",43.1,38%,56:44:00,"Electrical & Electronic Engineering,Mathematics & Statistics,Economics & Econometrics,General Engineering,Chemistry,Psychology,Medicine & Dentistry,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Business & Management,Architecture,Veterinary Science,Law,Languages, Literature & Linguistics,Civil Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Chemical Engineering,Communication & Media Studies,Other Health,Physics & Astronomy,Accounting & Finance,Mechanical & Aerospace Engineering,Sociology,Archaeology,Biological Sciences,Education,Art, Performing Arts & Design,Computer Science,Sport Science,Geography",FALSE,FALSE,75.2
Kyoto University,85.4,84.3,60,100,45.7,master_account,0,Japan,"21,817",9,11%,25 : 75,"Mathematics & Statistics,Education,Economics & Econometrics,Mechanical & Aerospace Engineering,Psychology,Computer Science,Biological Sciences,History, Philosophy & Theology,Law,Electrical & Electronic Engineering,Architecture,Civil Engineering,Languages, Literature & Linguistics,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Accounting & Finance,Agriculture & Forestry,Geography,Other Health,Physics & Astronomy,Chemistry,Geology, Environmental, Earth & Marine Sciences,Archaeology,Chemical Engineering,Sociology,Sport Science,General Engineering,Business & Management,Communication & Media Studies",FALSE,FALSE,75
Zhejiang University,70.2,75.3,78.7,99,65.5,master_account,11,China,"48,169",12,16%,,"Other Health,Physics & Astronomy,Business & Management,Architecture,Veterinary Science,Law,History, Philosophy & Theology,Biological Sciences,Education,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Sport Science,Geography,General Engineering,Chemistry,Accounting & Finance,Medicine & Dentistry,Agriculture & Forestry,Sociology,Art, Performing Arts & Design,Electrical & Electronic Engineering,Mathematics & Statistics,Psychology,Computer Science,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Civil Engineering,Communication & Media Studies,Archaeology,Chemical Engineering,Politics & International Studies (incl Development Studies)",FALSE,FALSE,75
University of Science and Technology of China,74.3,66.3,88.2,95.6,45.4,master_account,11,China,"20,252",8.1,5%,,"History, Philosophy & Theology,Physics & Astronomy,Communication & Media Studies,Mathematics & Statistics,Archaeology,Biological Sciences,Computer Science,Accounting & Finance,Chemistry,Chemical Engineering,Languages, Literature & Linguistics,Other Health,Law,Economics & Econometrics,Electrical & Electronic Engineering,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE,74.8
Université Paris-Saclay,70.9,66.1,82.4,92.4,78.6,master_account,0,France,"31,662",13,24%,50:50:00,"Chemical Engineering,Accounting & Finance,Biological Sciences,Business & Management,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Chemistry,Economics & Econometrics,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Mathematics & Statistics,Sociology,Other Health,Physics & Astronomy,Computer Science,Sport Science,Law,Architecture,Agriculture & Forestry,Education,General Engineering,Communication & Media Studies,History, Philosophy & Theology,Civil Engineering,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE,74.4
"University of California, Davis",63.7,67.8,87.2,91.5,78.7,public,0,United States,"37,926",13.3,18%,60:40:00,"Mathematics & Statistics,Architecture,History, Philosophy & Theology,Law,Civil Engineering,Chemical Engineering,Business & Management,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Sociology,Physics & Astronomy,Medicine & Dentistry,Mechanical & Aerospace Engineering,General Engineering,Archaeology,Geography,Veterinary Science,Other Health,Psychology,Biological Sciences,Chemistry,Accounting & Finance,Politics & International Studies (incl Development Studies),Computer Science,Communication & Media Studies,Education,Sport Science,Art, Performing Arts & Design,Agriculture & Forestry,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE,74.1
The University of Sydney,52.6,68.9,92,97.7,90.2,master_account,1,Australia,"57,414",23.1,51%,58:42:00,"Other Health,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Architecture,Veterinary Science,Business & Management,Art, Performing Arts & Design,Agriculture & Forestry,Law,Computer Science,Mathematics & Statistics,Psychology,Medicine & Dentistry,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Civil Engineering,Chemistry,Accounting & Finance,Electrical & Electronic Engineering,Physics & Astronomy,Education,Archaeology,Chemical Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Biological Sciences,Geography,General Engineering,Sport Science,Sociology",FALSE,FALSE,73.8
University of Amsterdam,55,63.1,96.7,77.6,93.2,master_account,1,Netherlands,"28,649",13.2,36%,60:40:00,"Computer Science,Other Health,History, Philosophy & Theology,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Psychology,Communication & Media Studies,Economics & Econometrics,Law,Biological Sciences,Sociology,Languages, Literature & Linguistics,Education,Geography,Mathematics & Statistics,Business & Management,Physics & Astronomy,Chemistry,Archaeology,Accounting & Finance,Medicine & Dentistry",FALSE,FALSE,73.6
Seoul National University,74.2,75.3,74.6,100,43.7,master_account,0,South Korea,"28,620",16.1,13%,,"Medicine & Dentistry,Archaeology,Physics & Astronomy,Psychology,Other Health,Geology, Environmental, Earth & Marine Sciences,Sociology,History, Philosophy & Theology,Veterinary Science,Law,General Engineering,Chemical Engineering,Geography,Art, Performing Arts & Design,Agriculture & Forestry,Education,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Sport Science,Accounting & Finance,Architecture,Chemistry,Politics & International Studies (incl Development Studies),Computer Science,Biological Sciences,Business & Management,Civil Engineering,Mechanical & Aerospace Engineering,Communication & Media Studies,Mathematics & Statistics,Economics & Econometrics",FALSE,FALSE,73.4
University of Wisconsin-Madison,68.5,67.5,85.5,79.8,62.8,public,0,United States,"41,209",9.9,13%,,"Civil Engineering,Geography,Medicine & Dentistry,Law,Mathematics & Statistics,Communication & Media Studies,Accounting & Finance,Archaeology,Languages, Literature & Linguistics,History, Philosophy & Theology,Physics & Astronomy,General Engineering,Electrical & Electronic Engineering,Sport Science,Veterinary Science,Chemistry,Politics & International Studies (incl Development Studies),Business & Management,Agriculture & Forestry,Biological Sciences,Computer Science,Chemical Engineering,Psychology,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Education,Architecture,Economics & Econometrics,Sociology",FALSE,FALSE,73.3
Brown University,69.8,59.6,89.7,69.3,72.1,private,0,United States,"9,781",10.3,19%,,"General Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Biological Sciences,Architecture,Physics & Astronomy,Business & Management,History, Philosophy & Theology,Electrical & Electronic Engineering,Education,Chemical Engineering,Sociology,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Psychology,Medicine & Dentistry,Chemistry,Archaeology,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Other Health,Mathematics & Statistics,Computer Science,Politics & International Studies (incl Development Studies)",FALSE,FALSE,73
